gps,snr,snrMax,freq,freqMax,duration,wave,wt0,wt1,wt2,wt3,wt4,wt5,wt6,wt7,wt8,wt9,wt10,wt11,wt12,wt13,wt14,wt15,wt16,wt17,wt18,wt19,wt20,wt21,wt22,wt23,wt24,wt25,wt26,wt27,wt28,wt29,wt30,wt31,wt32,wt33,wt34,wt35,wt36,wt37,wt38,wt39,wt40,wt41,wt42,wt43,wt44,wt45,wt46,wt47,wt48,wt49,wt50,wt51,wt52,wt53,wt54,wt55,wt56,wt57,wt58,wt59,wt60,wt61,wt62,wt63,wt64,wt65,wt66,wt67,wt68,wt69,wt70,wt71,wt72,wt73,wt74,wt75,wt76,wt77,wt78,wt79,wt80,wt81,wt82,wt83,wt84,wt85,wt86,wt87,wt88,wt89,wt90,wt91,wt92,wt93,wt94,wt95,wt96,wt97,wt98,wt99,wt100,wt101,wt102,wt103,wt104,wt105,wt106,wt107,wt108,wt109,wt110,wt111,wt112,wt113,wt114,wt115,wt116,wt117,wt118,wt119,wt120,wt121,wt122,wt123,wt124,wt125,wt126,wt127,wt128,wt129,wt130,wt131,wt132,wt133,wt134,wt135,wt136,wt137,wt138,wt139,wt140,wt141,wt142,wt143,wt144,wt145,wt146,wt147,wt148,wt149,wt150,wt151,wt152,wt153,wt154,wt155,wt156,wt157,wt158,wt159,wt160,wt161,wt162,wt163,wt164,wt165,wt166,wt167,wt168,wt169,wt170,wt171,wt172,wt173,wt174,wt175,wt176,wt177,wt178,wt179,wt180,wt181,wt182,wt183,wt184,wt185,wt186,wt187,wt188,wt189,wt190,wt191,wt192,wt193,wt194,wt195,wt196,wt197,wt198,wt199,wt200,wt201,wt202,wt203,wt204,wt205,wt206,wt207,wt208,wt209,wt210,wt211,wt212,wt213,wt214,wt215,wt216,wt217,wt218,wt219,wt220,wt221,wt222,wt223,wt224,wt225,wt226,wt227,wt228,wt229,wt230,wt231,wt232,wt233,wt234,wt235,wt236,wt237,wt238,wt239,wt240,wt241,wt242,wt243,wt244,wt245,wt246,wt247,wt248,wt249,wt250,wt251,wt252,wt253,wt254,wt255,wt256,wt257,wt258,wt259,wt260,wt261,wt262,wt263,wt264,wt265,wt266,wt267,wt268,wt269,wt270,wt271,wt272,wt273,wt274,wt275,wt276,wt277,wt278,wt279,wt280,wt281,wt282,wt283,wt284,wt285,wt286,wt287,wt288,wt289,wt290,wt291,wt292,wt293,wt294,wt295,wt296,wt297,wt298,wt299,wt300,wt301,wt302,wt303,wt304,wt305,wt306,wt307,wt308,wt309,wt310,wt311,wt312,wt313,wt314,wt315,wt316,wt317,wt318,wt319,wt320,wt321,wt322,wt323,wt324,wt325,wt326,wt327,wt328,wt329,wt330,wt331,wt332,wt333,wt334,wt335,wt336,wt337,wt338,wt339,wt340,wt341,wt342,wt343,wt344,wt345,wt346,wt347,wt348,wt349,wt350,wt351,wt352,wt353,wt354,wt355,wt356,wt357,wt358,wt359,wt360,wt361,wt362,wt363,wt364,wt365,wt366,wt367,wt368,wt369,wt370,wt371,wt372,wt373,wt374,wt375,wt376,wt377,wt378,wt379,wt380,wt381,wt382,wt383,wt384,wt385,wt386,wt387,wt388,wt389,wt390,wt391,wt392,wt393,wt394,wt395,wt396,wt397,wt398,wt399,wt400,wt401,wt402,wt403,wt404,wt405,wt406,wt407,wt408,wt409,wt410,wt411,wt412,wt413,wt414,wt415,wt416,wt417,wt418,wt419,wt420,wt421,wt422,wt423,wt424,wt425,wt426,wt427,wt428,wt429,wt430,wt431,wt432,wt433,wt434,wt435,wt436,wt437,wt438,wt439,wt440,wt441,wt442,wt443,wt444,wt445,wt446,wt447,wt448,wt449,wt450,wt451,wt452,wt453,wt454,wt455,wt456,wt457,wt458,wt459,wt460,wt461,wt462,wt463,wt464,wt465,wt466,wt467,wt468,wt469,wt470,wt471,wt472,wt473,wt474,wt475,wt476,wt477,wt478,wt479,wt480,wt481,wt482,wt483,wt484,wt485,wt486,wt487,wt488,wt489,wt490,wt491,wt492,wt493,wt494,wt495,wt496,wt497,wt498,wt499,wt500,wt501,wt502,wt503,wt504,wt505,wt506,wt507,wt508,wt509,wt510,wt511,wt512,wt513,wt514,wt515,wt516,wt517,wt518,wt519,wt520,wt521,wt522,wt523,wt524,wt525,wt526,wt527,wt528,wt529,wt530,wt531,wt532,wt533,wt534,wt535,wt536,wt537,wt538,wt539,wt540,wt541,wt542,wt543,wt544,wt545,wt546,wt547,wt548,wt549,wt550,wt551,wt552,wt553,wt554,wt555,wt556,wt557,wt558,wt559,wt560,wt561,wt562,wt563,wt564,wt565,wt566,wt567,wt568,wt569,wt570,wt571,wt572,wt573,wt574,wt575,wt576,wt577,wt578,wt579,wt580,wt581,wt582,wt583,wt584,wt585,wt586,wt587,wt588,wt589,wt590,wt591,wt592,wt593,wt594,wt595,wt596,wt597,wt598,wt599,wt600,wt601,wt602,wt603,wt604,wt605,wt606,wt607,wt608,wt609,wt610,wt611,wt612,wt613,wt614,wt615,wt616,wt617,wt618,wt619,wt620,wt621,wt622,wt623,wt624,wt625,wt626,wt627,wt628,wt629,wt630,wt631,wt632,wt633,wt634,wt635,wt636,wt637,wt638,wt639,wt640,wt641,wt642,wt643,wt644,wt645,wt646,wt647,wt648,wt649,wt650,wt651,wt652,wt653,wt654,wt655,wt656,wt657,wt658,wt659,wt660,wt661,wt662,wt663,wt664,wt665,wt666,wt667,wt668,wt669,wt670,wt671,wt672,wt673,wt674,wt675,wt676,wt677,wt678,wt679,wt680,wt681,wt682,wt683,wt684,wt685,wt686,wt687,wt688,wt689,wt690,wt691,wt692,wt693,wt694,wt695,wt696,wt697,wt698,wt699,wt700,wt701,wt702,wt703,wt704,wt705,wt706,wt707,wt708,wt709,wt710,wt711,wt712,wt713,wt714,wt715,wt716,wt717,wt718,wt719,wt720,wt721,wt722,wt723,wt724,wt725,wt726,wt727,wt728,wt729,wt730,wt731,wt732,wt733,wt734,wt735,wt736,wt737,wt738,wt739,wt740,wt741,wt742,wt743,wt744,wt745,wt746,wt747,wt748,wt749,wt750,wt751,wt752,wt753,wt754,wt755,wt756,wt757,wt758,wt759,wt760,wt761,wt762,wt763,wt764,wt765,wt766,wt767,wt768,wt769,wt770,wt771,wt772,wt773,wt774,wt775,wt776,wt777,wt778,wt779,wt780,wt781,wt782,wt783,wt784,wt785,wt786,wt787,wt788,wt789,wt790,wt791,wt792,wt793,wt794,wt795,wt796,wt797,wt798,wt799,wt800,wt801,wt802,wt803,wt804,wt805,wt806,wt807,wt808,wt809,wt810,wt811,wt812,wt813,wt814,wt815,wt816,wt817,wt818,wt819,wt820,wt821,wt822,wt823,wt824,wt825,wt826,wt827,wt828,wt829,wt830,wt831,wt832,wt833,wt834,wt835,wt836,wt837,wt838,wt839,wt840,wt841,wt842,wt843,wt844,wt845,wt846,wt847,wt848,wt849,wt850,wt851,wt852,wt853,wt854,wt855,wt856,wt857,wt858,wt859,wt860,wt861,wt862,wt863,wt864,wt865,wt866,wt867,wt868,wt869,wt870,wt871,wt872,wt873,wt874,wt875,wt876,wt877,wt878,wt879,wt880,wt881,wt882,wt883,wt884,wt885,wt886,wt887,wt888,wt889,wt890,wt891,wt892,wt893,wt894,wt895,wt896,wt897,wt898,wt899,wt900,wt901,wt902,wt903,wt904,wt905,wt906,wt907,wt908,wt909,wt910,wt911,wt912,wt913,wt914,wt915,wt916,wt917,wt918,wt919,wt920,wt921,wt922,wt923,wt924,wt925,wt926,wt927,wt928,wt929,wt930,wt931,wt932,wt933,wt934,wt935,wt936,wt937,wt938,wt939,wt940,wt941,wt942,wt943,wt944,wt945,wt946,wt947,wt948,wt949,wt950,wt951,wt952,wt953,wt954,wt955,wt956,wt957,wt958,wt959,wt960,wt961,wt962,wt963,wt964,wt965,wt966,wt967,wt968,wt969,wt970,wt971,wt972,wt973,wt974,wt975,wt976,wt977,wt978,wt979,wt980,wt981,wt982,wt983,wt984,wt985,wt986,wt987,wt988,wt989,wt990,wt991,wt992,wt993,wt994,wt995,wt996,wt997,wt998,wt999,wt1000,wt1001,wt1002,wt1003,wt1004,wt1005,wt1006,wt1007,wt1008,wt1009,wt1010,wt1011,wt1012,wt1013,wt1014,wt1015,wt1016,wt1017,wt1018,wt1019,wt1020,wt1021,wt1022,wt1023
1132707013.3915405,13.387102363712305,75.13068899630187,16.0,16.0,0.0186767578125,BsplineC309,1.0721169567588338e-20,1.325808489916382e-19,3.790935294024148e-20,6.378706658995261e-21,1.14850627804341e-20,4.0092182586106584e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.314976495263191e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234048736854661e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7497270258530746e-21,-6.040315083012814e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6923335413169843e-21,-3.1141302328206455e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132707013.4441528,21.37598980281968,100.07369277973913,16.0,16.0,0.06085205078125,BsplineC309,-2.0779321259574568e-20,-2.1266357027202619e-19,-5.634842622410169e-20,-3.2008068575993414e-20,-2.3164264833653496e-20,-1.7152718445507422e-20,0.0,0.0,-7.51173464178684e-21,-6.920517778491684e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.552105591078268e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4744844476387377e-21,0.0,-4.2119470624320517e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.792117985703139e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
